Application Number,Facility Name,County,Facility Type,Keph Level
CN-86378,MATHINGIRA MEDICAL CLINIC,NYERI,PRIVATE,LEVEL 2
CN-86395,MWEA COUNTY MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 3B
CN-86410,MALIK HEALTH CARE,KAJIADO,PRIVATE,LEVEL 2
CN-86412,MWATETE\\'S MEDICAL CLINIC WATAMU,KILIFI,PRIVATE,LEVEL 2
CN-86428,ZIMMER MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3A
CN-86446,AFRICA INUKA HOSPITAL LTD- MILIMANI,KISUMU,PRIVATE,LEVEL 4
CN-86452,SONROL MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-86486,KISII DENTAL CENTER,KISII,PRIVATE,LEVEL 3A
CN-86511,EQUITY AFIA EMBAKASI VILLAGE,NAIROBI,PRIVATE,LEVEL 3A
CN-86546,DANASA NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-86581,ALESTACARE MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 2
CN-86594,PIPELINE MODERN HOSPITAL,NAIROBI,PRIVATE,LEVEL 3B
CN-86614,ST.ANN'S MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 3A
CN-86621,PARCHEMO MEDICAL CLINIC,BARINGO,PRIVATE,LEVEL 2
CN-86630,LIFETIME WELLNESS CENTRE,KIAMBU,PRIVATE,LEVEL 3A
CN-86632,SAMJOMEN HOSPITAL LIMITED,MIGORI,PRIVATE,LEVEL 4
CN-86700,MERUCARE MEDICAL CENTER,MERU,PRIVATE,LEVEL 2
CN-86715,CAAWIYE NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-86730,ULTRAMED HEALTHCARE LIMITED,KILIFI,PRIVATE,LEVEL 3A
CN-86795,LEVEL TWO CHILD AND FAMILY WELLNESS CLINIC KANDONGU,KIRINYAGA,PRIVATE,LEVEL 2
CN-86803,LIFETIME WELLNESS CENTRE,KIAMBU,PRIVATE,LEVEL 3A
CN-86842,CHAMALO MEDICAL CLINIC,KILIFI,PRIVATE,LEVEL 3B
CN-86854,NAIROBI OUTPATIENT GULF LIMITED,NAIROBI,PRIVATE,LEVEL 3A
CN-86949,LIMURU COTTAGE HOSPITAL MATERNITY ANNEX,KIAMBU,PRIVATE,LEVEL 3B
CN-86981,ST JAMES AMENITY HOSPITAL BUTERE,KAKAMEGA,PRIVATE,LEVEL 3B
CN-87036,MAHNAZ NURSING HOME,MANDERA,PRIVATE,LEVEL 3B
CN-87107,TETRAGRAMMATON LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-87111,EQUATA MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2
CN-87154,OASIS DOCTORS PLAZA MIGORI,MIGORI,PRIVATE,LEVEL 4
CN-87159,TRANSCEND EYE HOSPITAL LTD,TRANS-NZOIA,PRIVATE,LEVEL 4B
CN-87200,ACROSS WESTERN MEDICAL CENTRE AND PHARMACEUTICALS LTD,VIHIGA,PRIVATE,LEVEL 3A
CN-87298,HASHI MEDICAL CENTRE LIMITED - MURANGA,MURANGA,PRIVATE,LEVEL 4
CN-87315,RAMRAJ MEDICAL CENTRE LTD,NAIROBI,PRIVATE,LEVEL 4B
CN-87333,KAMLESH KAPADIA OPTICS LIMITED-TUBMAN ROAD,NAIROBI,PRIVATE,LEVEL 2
CN-87401,REALCARE HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 2
CN-87406,RUIRU NURSING HOSPITAL LIMITED,KIAMBU,PRIVATE,LEVEL 4
CN-87459,AFYACARE HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 2
CN-87487,THE RIVER JORDAN MEDICAL CENTRE - PREMIER,TAITA-TAVETA,PRIVATE,LEVEL 3B
CN-87489,GLOBE MEDICAL CENTER,NYANDARUA,PRIVATE,LEVEL 3B
CN-87494,VENOMA MEDICAL AND REPRODUCTIVE HEALTH SERVICES CLINIC,KILIFI,PRIVATE,LEVEL 3B
CN-87544,JUMUPAMOZZI MEDICAL CENTRE,MERU,PRIVATE,LEVEL 3B
CN-87549,SALEM MEDICAL CENTER,NAIROBI,PRIVATE,LEVEL 3B
CN-87629,ARIES MEDICAL CLINIC,KISII,PRIVATE,LEVEL 2
CN-87651,AL SHIFAC NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-87673,ST. JUDES DISPENSARY CATHOLIC DIOCESE OF BUNGOMA,BUSIA,PRIVATE,LEVEL 2
CN-87689,SAOLA MATERNITY HOME,NAIROBI,PRIVATE,LEVEL 3A
CN-87691,WELLS PARK MEDICAL AND DIAGNOSTIC LIMITED,NYERI,PRIVATE,LEVEL 3A
CN-87789,FAVOUR MEDICAL SERVICES,KAJIADO,PRIVATE,LEVEL 4
CN-87852,EDNAH MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 4
CN-87863,KENOL HOSPITAL LTD,MURANGA,PRIVATE,LEVEL 4
CN-87868,MUSLI MEDICAL CENTRE LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-87879,SONAR IMAGING CENTRE NAIROBI,NAIROBI,PRIVATE,LEVEL 4B
CN-87886,ONEWAYWISE HEALTH SERVICES LIMITED,MAKUENI,PRIVATE,LEVEL 3B
CN-87916,THE LIGHT NAIVASHA DOCTORS PLAZA,NAKURU,PRIVATE,LEVEL 3B
CN-87941,MOUNTAIN VIEW MEDICAL CENTRE-CHAKA LIMITED,NYERI,PRIVATE,LEVEL 3A
CN-87951,REHNET MEDICAL CENTER,NAIROBI,PRIVATE,LEVEL 3A
CN-88004,BURA TANA NURSING HOME LIMITED,TANA RIVER,PRIVATE,LEVEL 4
CN-88007,BULAMU MEDICAL CLINIC,VIHIGA,PRIVATE,LEVEL 2
CN-88027,KASARANI MATERNITY & NURSING HOME,NAIROBI,PRIVATE,LEVEL 3A
CN-88073,DANDELION MEDICAL CENTRE-KILIMANJARO,KAJIADO,PRIVATE,LEVEL 2
CN-88102,MAMA NERBEEL NURSING HOME,MANDERA,PRIVATE,LEVEL 3B
CN-88150,WAN TOWNSHIP MEDICAL CENTRE,SIAYA,PRIVATE,LEVEL 3B
CN-88159,EVERGREEN DENTAL CARE LIMITED,NAKURU,PRIVATE,LEVEL 2
CN-88171,TUWAN HIGHWAY MEDICAL CLINIC,TRANS-NZOIA,PRIVATE,LEVEL 2
CN-88200,AL-SHIFA HEALTHCARE LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-88309,FLC FOUNTAIN MISSION HOSPITAL,NAROK,PRIVATE,LEVEL 3A
CN-88316,LUMUMBA HEALTH UNIT,SIAYA,PRIVATE,LEVEL 2
CN-88324,BEGGS NURSING HOME LIMITED-MATUNDA,KAKAMEGA,PRIVATE,LEVEL 3B
CN-88337,KAAFI NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-88422,LENMEK HOSPITAL,KISII,PRIVATE,LEVEL 5
CN-88457,NANDI HILLS MEDICARE,NANDI,PRIVATE,LEVEL 2
CN-88487,ROSEWOOD NURSING HOME,MIGORI,PRIVATE,LEVEL 3B
CN-88509,KIMBO HEALTH CARE CENTRE,KIAMBU,PRIVATE,LEVEL 2
CN-88525,TUDOR HEALTHCARE CLINIC,MOMBASA,PRIVATE,LEVEL 2
CN-88533,TOP CARE ORTHOPAEDIC AND TRAUMA CENTRE LIMITED,GARISSA,PRIVATE,LEVEL 4B
CN-88581,ELBURGON MATERNITY ANNEX- MURINDUKO CLINIC,NAKURU,PRIVATE,LEVEL 2
CN-88585,ESHIO COMMUNITY HEALTHCARE,KAKAMEGA,PRIVATE,LEVEL 2
CN-88697,KISII FAMILY MEDICAL CENTRE LIMITED-ANNEX,KISII,PRIVATE,LEVEL 3B
CN-88704,FINO NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 4
CN-88706,MWINGI FAMILY NURSING HOME,KITUI,PRIVATE,LEVEL 3B
CN-88728,ELRAM NURSING HOME LIMITED-MANDERA,MANDERA,PRIVATE,LEVEL 3A
CN-88730,OPTIMAL FAMILY LIMITED,THARAKA-NITHI,PRIVATE,LEVEL 4
CN-88747,PHILDANS MEMORIAL MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 2
CN-88808,LIBERTY MATERNITY AND NURSING HOME,EMBU,PRIVATE,LEVEL 3B
CN-88822,HEAVEN\\'S CARE HEALTH CLINIC,NAKURU,PRIVATE,LEVEL 2
CN-88868,KIBURU MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 2
CN-88886,GIOVANNA -E- SYLVIA MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-89010,TRUE HEALTH MEDICAL CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-89019,AKRAM MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 3B
CN-89022,HADEEQATUL SALEEM HEALTH CENTRE,NAIROBI,PRIVATE,LEVEL 3A
CN-89033,AL-BAITUL TIIBA HOSPITAL LIMITED,GARISSA,PRIVATE,LEVEL 3B
CN-89051,SUSAMED MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2
CN-89053,BLUE RAY MEDICAL CENTER,KISUMU,PRIVATE,LEVEL 2
CN-89063,ELGON VIEW HOSPITAL LIMITED,UASIN GISHU,PRIVATE,LEVEL 4
CN-89066,DOLLAR MEDICARE CENTRE,MANDERA,PRIVATE,LEVEL 3B
CN-89116,MESWO MEDICAL SERVICES LIMITED,NANDI,PRIVATE,LEVEL 4
CN-89141,HILLVIEW NURSING HOME TAKABA LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-89150,VIHIGA DRUG MART AND MEDICAL CENTRE LTD,VIHIGA,PRIVATE,LEVEL 2
CN-89217,REALE HOSPITAL CLINIC ELDORET,UASIN GISHU,PRIVATE,LEVEL 2
CN-89278,ELEPHANT DENTAL KERICHO BRANCH,KERICHO,PRIVATE,LEVEL 2
CN-89281,VOLUNTEER NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 4
CN-89356,SIPILI MATERNITY AND NURSING HOME ANNEX,LAIKIPIA,PRIVATE,LEVEL 3B
CN-89369,HAMQANI MEDICARE LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-89371,NAIROBI WEST HOSPITAL,NAIROBI,PRIVATE,LEVEL 6B
CN-89418,KYUSO NEEMA MEDICAL HEALTH SERVICES,KITUI,PRIVATE,LEVEL 3A
CN-89557,BLISS HEALTHCARE LTD NYERI JENKIN PLAZA,NYERI,PRIVATE,LEVEL 2
CN-89596,SINAI HOSPITAL RONGAI LTD,KAJIADO,PRIVATE,LEVEL 4
CN-89618,UTAWALA ESTATE HEALTH CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-89663,SHIFAA NURSING HOME,GARISSA,PRIVATE,LEVEL 3A
CN-89680,IBNU SINA NURSING HOME AND PHARMACY LIMITED,LAMU,PRIVATE,LEVEL 3B
CN-89707,OASIS SPECIALIST HOSPITAL,KISII,PRIVATE,LEVEL 5
CN-89780,RAJO MEDICAL CENTRE LIMITED,NYAMIRA,PRIVATE,LEVEL 3A
CN-89803,THE CARING IMANGA MEDICAL CENTRE,KAKAMEGA,PRIVATE,LEVEL 3A
CN-89820,NAIROBI PLACE SPECIALISED MEDICAL CENTER LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-89890,TUNASH MEDICAL CENTRE LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-89895,MILLER MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 2
CN-89904,HOMELAND COMMUNITY MEDICAL CLINIC,KISUMU,PRIVATE,LEVEL 2
CN-89907,OLARE MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 3A
CN-90022,GILCLIN MEDICAL CENTER,NAKURU,PRIVATE,LEVEL 2
CN-90032,SUMMIT MEDICARE LTD-CHEPILAT,NYAMIRA,PRIVATE,LEVEL 3B
CN-90043,RAYHAAN HEALTHCARE LIMITED,NAIROBI,PRIVATE,LEVEL 3A
CN-90051,ENOCKHAN HOSPITAL LTD,MIGORI,PRIVATE,LEVEL 3A
CN-90066,KAMOR NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-90080,THE AVENUE MEDICAL & DIAGNOSTIC CENTRE,NYERI,PRIVATE,LEVEL 4
CN-90124,TUDOR HEALTHCARE - KALOLENI,KILIFI,PRIVATE,LEVEL 3A
CN-90134,EVERHEALS MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 3A
CN-90170,FOCUS CLINICAL AND DIAGNOSTIC CENTER LIMITED-FAMILY,KIRINYAGA,PRIVATE,LEVEL 3A
CN-90196,CARE CONNECT HOSPITAL,MANDERA,PRIVATE,LEVEL 3A
CN-90197,SYNERGY CLINICS LIMITED,KISUMU,PRIVATE,LEVEL 4
CN-90237,BRIGHTWAY NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-90240,HOPPS KLINIKS CLINIC,HOMA BAY,PRIVATE,LEVEL 3A
CN-90250,GLOBAL CARE COTTAGE MEDICAL CENTER,MERU,PRIVATE,LEVEL 2
CN-90283,WELCARE MEDICAL CENTRE,MOMBASA,PRIVATE,LEVEL 3A
CN-90297,OASIS HEALTHCARE GROUP LIMITED-MAKADARA,NAIROBI,PRIVATE,LEVEL 3A
CN-90326,NORTHLAND SPECIALIST HOSPITAL LTD,MANDERA,PRIVATE,LEVEL 3B
CN-90330,MICRAJ HEALTH CARE,NAIROBI,PRIVATE,LEVEL 3A
CN-90344,MPELI MEDICAL CENTRE,BUNGOMA,PRIVATE,LEVEL 3A
CN-90404,CHEPSEON MEDICARE CLINIC,KERICHO,PRIVATE,LEVEL 2
CN-90479,KENDI MEDICAL CLINIC,MERU,PRIVATE,LEVEL 2
CN-90511,THE MARA SPECIALIST HOSPITAL LIMITED,NAROK,PRIVATE,LEVEL 4B
CN-90563,OPTIMUM CURRENT HEALTH CARE,NAKURU,PRIVATE,LEVEL 3B
CN-90616,ABYAN HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 4
CN-90650,NYAIS MARY ADHIAMBO OKOTH MEMORIAL NURSING HOME,SIAYA,PRIVATE,LEVEL 2
CN-90658,ROMAN MATERNITY AND NURSING HOME,NYAMIRA,PRIVATE,LEVEL 3B
CN-90692,WEST INLAND HOSPITAL LIMITED,MOMBASA,PRIVATE,LEVEL 3A
CN-90710,GIFTLAND MEDICAL CENTRE LTD,NYAMIRA,PRIVATE,LEVEL 3A
CN-90796,LIPTON CENTRAL HOSPITAL-MABROUKIE CLINIC,KIAMBU,PRIVATE,LEVEL 2
CN-90816,OSMAN MEDICAL SERVICES,HOMA BAY,PRIVATE,LEVEL 3B
CN-90824,ALATI NURSING HOME,MANDERA,PRIVATE,LEVEL 3A
CN-90834,MAAWI MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 3B
CN-90846,EYETECH MEDICAL CENTRE MANDERA LTD,MANDERA,PRIVATE,LEVEL 4
CN-90850,MARIAKANI COMMUNITY HEALTHCARE SERVICES KALOLENI BRANCH,KILIFI,PRIVATE,LEVEL 2
CN-90866,SHEPHER LIFECARE MEDICAL CENTER,KISUMU,PRIVATE,LEVEL 3A
CN-90867,KOPOLLO CFW CLINIC,SIAYA,PRIVATE,LEVEL 2
CN-90878,BRAWN\\'S CURATIVE CENTRE,VIHIGA,PRIVATE,LEVEL 2
CN-91000,AFRICARE LIMITED-UPPERHILL,NAIROBI,PRIVATE,LEVEL 3A
CN-91016,NAVAKHOLO HEALTHCARE,KAKAMEGA,PRIVATE,LEVEL 3B
CN-91031,OWENS MATERNITY & NURSING HOME LIMITED,SIAYA,PRIVATE,LEVEL 3B
CN-91044,TEMBEZI MEDICAL SERVICES,MERU,PRIVATE,LEVEL 2
CN-91077,GARSEDABA HOSPITAL LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-91155,ITARC KENYA LIMITED,NAKURU,PRIVATE,LEVEL 4
CN-91264,SAMETA MEDICARE CENTER,KISII,PRIVATE,LEVEL 3A
CN-91269,FAHELMA CFW COMMUNITY CLINIC,BUSIA,PRIVATE,LEVEL 2
CN-91275,BULWANI PRIVATE HOSPITAL LIMITED,BUSIA,PRIVATE,LEVEL 3A
CN-91303,QUICKEASE MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2
CN-91321,SAINT ROSE NYAMINDI MEDICAL CARE CENTER,KIRINYAGA,PRIVATE,LEVEL 3A
CN-91368,MOI AVENUE OUPATIENT CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3A
CN-91450,KIMWANGA MEDICAL CENTRE,BUNGOMA,PRIVATE,LEVEL 3B
CN-91457,MAMAS NURSING HOME- RIAT,HOMA BAY,PRIVATE,LEVEL 3B
CN-91463,MEDINA MEDICARE HOSPITAL LIMITED,GARISSA,PRIVATE,LEVEL 4
CN-91535,SCANHEALTH LIMITED,KERICHO,PRIVATE,LEVEL 2
CN-91577,DILMA NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-91628,JOSNAM MEDICAL CLINIC,TRANS-NZOIA,PRIVATE,LEVEL 2
CN-91641,SHAFLIN MEDICAL CLINIC,MANDERA,PRIVATE,LEVEL 2
CN-91665,HEALTHGATE HOSPITAL LTD,NAIROBI,PRIVATE,LEVEL 5
CN-91670,RELIABLE HEALTHCARE SERVICES LIMITED,MACHAKOS,PRIVATE,LEVEL 4
CN-91725,UNISON MEDICAL CENTRE,LAIKIPIA,PRIVATE,LEVEL 3B
CN-91777,LIGEGA MEDICAL CENTRE,SIAYA,PRIVATE,LEVEL 2
CN-91790,WAJIRBOR MEDICAL CENTRE LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-91853,DESERTVIEW HEALTHCARE SERVICES,MANDERA,PRIVATE,LEVEL 3B
CN-91861,BRISTOL PARK HOSPITAL-KITENGELA,KAJIADO,PRIVATE,LEVEL 4
CN-91887,ONSARE MEDICAL CLINIC,KISII,PRIVATE,LEVEL 3A
CN-91900,PERIPHERY CARE NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B
CN-91921,BRILLIAN DOCTORS PLAZA HOSPITAL,BUNGOMA,PRIVATE,LEVEL 3B
CN-91962,OSMAN MEDICAL SERVICES ANNEX I,HOMA BAY,PRIVATE,LEVEL 3A
CN-91974,MEDBREEZE MEDICAL CENTRE,MERU,PRIVATE,LEVEL 2
CN-92000,LENSLINE EYE CENTRE,KILIFI,PRIVATE,LEVEL 2
CN-92025,ITIERIO MATERNITY AND NURSING HOME,KISII,PRIVATE,LEVEL 3B
CN-92108,DARYEEL PLUS HOSPITAL LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-92115,NEW HOPE NURSING HOME,NYAMIRA,PRIVATE,LEVEL 3B
CN-92117,SHAFIN MEDICARE LIMITED,WAJIR,PRIVATE,LEVEL 4
CN-92123,ABDUL-AZIZ MEDICAL CENTRE,WAJIR,PRIVATE,LEVEL 3A
CN-92145,RIYADH MEDICAL CENTRE LTD,WAJIR,PRIVATE,LEVEL 3B
CN-92167,NEW MANYALO NURSING HOME,WAJIR,PRIVATE,LEVEL 3B
CN-92188,RENAL ROAD DIALYSIS CLINIC,MURANGA,PRIVATE,LEVEL 3B
CN-92216,HOPE MATTERS INTERNATIONAL-VILLAGE OF HOPE HOSPITAL,UASIN GISHU,PRIVATE,LEVEL 4
CN-92219,LEE LAHM MEDICAL CENTRE,SIAYA,PRIVATE,LEVEL 3A
CN-92234,BOOM MEDICAL SERVICES LIMITED,VIHIGA,PRIVATE,LEVEL 2
CN-92253,DAWAMU MEDICAL CLINIC,KIAMBU,PRIVATE,LEVEL 2
CN-92309,NAIROBI RAKUSEI MENTAL HEALTH LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-92333,ISIOLO COUNTY NURSING HOME,ISIOLO,PRIVATE,LEVEL 3B
CN-92378,NEW DEGREE MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 3B
CN-92412,EL-ADOW NURSING HOME AND MATERNITY SERVICES LIMITED,WAJIR,PRIVATE,LEVEL 3A
CN-92418,NYALI BRIDGE MOMBASA HOSPITAL LTD,MOMBASA,PRIVATE,LEVEL 3B
CN-92422,FHOK FAMILYCARE MEDICAL CENTRE MERU,MERU,PRIVATE,LEVEL 2
CN-92436,SORI LAKESIDE HOSPITAL ANNEX-NYATIKE,MIGORI,PRIVATE,LEVEL 3B
CN-92454,KINANI FAMILY DENTAL AND MEDICAL CARE,NAIROBI,PRIVATE,LEVEL 3A
CN-92484,UNAM MEDICAL CENTRE LIMITED,KISUMU,PRIVATE,LEVEL 3B
CN-92508,AFCRAD HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 2
CN-92561,SHEYWE COMMUNITY HOSPITAL-KAKAMEGA LTD,KAKAMEGA,PRIVATE,LEVEL 2
CN-92595,MARABA MOSOBETI MEDICAL CENTRE,KISII,PRIVATE,LEVEL 3A
CN-92639,THE PINE HOSPITAL LIMITED,NYANDARUA,PRIVATE,LEVEL 5
CN-92663,JORDAN MEDICAL CENTRE,MOMBASA,PRIVATE,LEVEL 2
CN-92670,KAKENYA HEALTH AND WELLNESS CENTRE,NAROK,PRIVATE,LEVEL 2
CN-92691,FAIRVIEW MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-92703,RAM HOSPITAL LTD KISII,KISII,PRIVATE,LEVEL 5
CN-92712,HAMDAAN WELLNESS CENTRE AND MEDICAL SERVICES LTD,MANDERA,PRIVATE,LEVEL 3A
CN-92771,UBUNTU HEALTH LIMITED- MAZERAS MEDICAL CENTRE,KWALE,PRIVATE,LEVEL 3B
CN-92777,MIRAJ MEDICAL CENTRE,MANDERA,PRIVATE,LEVEL 3A
CN-92780,TULAH MEDICAL SERVICES,KAJIADO,PRIVATE,LEVEL 3B
CN-92805,MANHAL NURSING HOME IMITED,MANDERA,PRIVATE,LEVEL 3A
CN-92936,CANA HOSPITAL,KAJIADO,PRIVATE,LEVEL 4
CN-92940,BILABIL MEDICAL CLINIC,MANDERA,PRIVATE,LEVEL 3B
CN-92944,NEPHRO MED LIMITED,NAIROBI,PRIVATE,LEVEL 4B
CN-92964,JESMO HOSPITAL,KISII,PRIVATE,LEVEL 3B
CN-93006,BROWNS MEMORIAL MEDICAL CENTRE,TRANS-NZOIA,PRIVATE,LEVEL 3B
CN-93092,JOINT PARTNERS NURSING HOME,VIHIGA,PRIVATE,LEVEL 3A
CN-93126,HEALWELL MEDICAL CENTRE LIMITED,NAKURU,PRIVATE,LEVEL 3B
CN-93130,MAGAN NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A
CN-93141,I.R. IRAN MEDICAL CLINIC NGARA,NAIROBI,PRIVATE,LEVEL 2
CN-93161,MEDITOX HEALTHCARE SERVICES LIMITED,MANDERA,PRIVATE,LEVEL 3B
CN-93163,CHEPSOO MEDICAL CENTRE LIMITED-KAPSABET,NANDI,PRIVATE,LEVEL 3A
CN-93172,AIRPORT VIEW DIAGNOSTIC MEDICAL CARE,MOMBASA,PRIVATE,LEVEL 2
CN-93190,UNIVERSAL FAMILY HEALTH SERVICES LIMITED- MUKUYUNI CLINIC,MAKUENI,PRIVATE,LEVEL 3A
CN-93233,AFYAROMED CENTER,NAROK,PRIVATE,LEVEL 2
CN-93258,WILSON AIRPORT HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-93344,NEEMA UNIVERSAL HEALTH CARE LIMITED,MACHAKOS,PRIVATE,LEVEL 3A
CN-93351,PRIMROSE REHAB & WELLNESS CENTER,KIAMBU,PRIVATE,LEVEL 3B
CN-93416,MKUYNI HIGHWAYS MEDICARE CLINIC,BUNGOMA,PRIVATE,LEVEL 2
CN-93427,HEBRON C.F.W COMMUNITY CLINIC,KIRINYAGA,PRIVATE,LEVEL 2
CN-93457,ALFAROOQ HOSPITAL LTD,MOMBASA,PRIVATE,LEVEL 4
CN-93460,STAR-HEAL MEDICAL CLINIC,MIGORI,PRIVATE,LEVEL 3A
CN-93461,TUDOR HEALTHCARE LTD-SINDO,HOMA BAY,PRIVATE,LEVEL 3B
CN-93498,UGATUZI MEDICAL CLINIC LTD,MOMBASA,PRIVATE,LEVEL 3B
CN-93537,OASIS SURGICAL CENTRE LIMITED,TURKANA,PRIVATE,LEVEL 3B
CN-93568,KIRIMARA OPTICALS LTD EMBU,EMBU,PRIVATE,LEVEL 2
CN-93575,RADIANT GROUP OF HOSPITALS UMOJA,NAIROBI,PRIVATE,LEVEL 4
CN-93638,ALPHA RICH HEALTHCARE,UASIN GISHU,PRIVATE,LEVEL 2
CN-93660,DAVISLUKE MEDICAL CENTER,BOMET,PRIVATE,LEVEL 2
CN-93671,WINSTON MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3A
CN-93719,TAKAUNGU ISLAND HEALTH SERVICES,KILIFI,PRIVATE,LEVEL 2
CN-93722,MARINDI EYE CARE VISION CENTRE,NAIROBI,PRIVATE,LEVEL 2
CN-93740,PYNET HEALTHCARE ADUNGOSI,BUSIA,PRIVATE,LEVEL 3A
CN-93796,REALE HOSPITAL UTAWALA LIMITED,NAIROBI,PRIVATE,LEVEL 5
CN-93804,THE NAIROBI FAMILY AND MATERNITY HOSPITAL KILGORIS GYNOCARE,NAROK,PRIVATE,LEVEL 3B
CN-93856,THE CRITERION HOSPITAL LIMITED,KAJIADO,PRIVATE,LEVEL 4
CN-93926,AMANI PLACE MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 2
CN-93932,AHLI HOSPITAL LIMITED,KAJIADO,PRIVATE,LEVEL 4
CN-93945,THIRD WORLD HOSPITAL LIMITED - KWALE,KWALE,PRIVATE,LEVEL 3B
CN-93988,BENGLAD FAMILY CARE CLINIC,BUNGOMA,PRIVATE,LEVEL 3A
CN-94017,PRO-CARE COTTAGE HOSPITAL LIMITED,MURANGA,PRIVATE,LEVEL 3B
CN-94033,THE CALGARY HEALTHCARE LIMITED,NAIROBI,PRIVATE,LEVEL 3B
CN-94036,ONCALL WATOTO CLINIC,KIRINYAGA,PRIVATE,LEVEL 2
CN-94071,RUAI FAMILY HOSPITAL - TALA,MACHAKOS,PRIVATE,LEVEL 3A
CN-94148,HELASHID MEDICAL CLINIC LIMITED,MANDERA,PRIVATE,LEVEL 2
CN-94152,DOLMA MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-94216,KERINGET ZION HOSPITAL,NAKURU,PRIVATE,LEVEL 2
CN-94228,EURAKA MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B
CN-94230,BEYOND ALL LOVE REHABILITATION AND MEDICAL SERVICES,NAKURU,PRIVATE,LEVEL 2
CN-94257,MACOGUNA CARE CENTRE,MIGORI,PRIVATE,LEVEL 2
CN-94260,CHAKOWUOTH HEALTH SERVICES,SIAYA,PRIVATE,LEVEL 3A
CN-94264,MATASAFARA MEDICAL CLINIC,MANDERA,PRIVATE,LEVEL 2
CN-94276,WEST SIDE HEALTHCARE MALABA,BUSIA,PRIVATE,LEVEL 3B
CN-94278,ACK PORT FLORENCE COMMUNITY HOSPITAL,KISUMU,PRIVATE,LEVEL 3A
CN-94290,MAGO CARE HOSPITAL,VIHIGA,PRIVATE,LEVEL 3A
CN-94315,GLOBAL HOMECARE LTD MEDICAL CENTRE,BUNGOMA,PRIVATE,LEVEL 2
CN-94514,ALPHA COMMUNITY NURSING HOME,MIGORI,PRIVATE,LEVEL 3A
CN-94525,NGOMONGO COMMUNITY MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2
CN-94568,OLJABET MEDICAL AND NURSING LIMITED,LAIKIPIA,PRIVATE,LEVEL 3B
